"","ensembl_gene_id","hgnc_symbol"
"25779","ENSG00000271743",""
"25780","ENSG00000271814","RN7SKP290"
"25781","ENSG00000271826","PLS3-AS1"
"25782","ENSG00000271869",""
"25783","ENSG00000271886","MIR98"
"25784","ENSG00000271907","SNORA35B"
"25785","ENSG00000271932","RNU6-85P"
"25786","ENSG00000271938",""
"25787","ENSG00000272024",""
"25788","ENSG00000272072",""
"25789","ENSG00000272076",""
"25790","ENSG00000272080","MIR502"
"25791","ENSG00000272092",""
"25792","ENSG00000272128",""
"25793","ENSG00000272157",""
"25794","ENSG00000272159",""
"25795","ENSG00000272163",""
"25796","ENSG00000272230","MIR3666"
"25797","ENSG00000272240",""
"25798","ENSG00000272256",""
"25799","ENSG00000272267",""
"25800","ENSG00000272293",""
"25801","ENSG00000272338",""
"25802","ENSG00000272343",""
"25803","ENSG00000272375",""
"25804","ENSG00000272393","RNU6-92P"
"25805","ENSG00000272457",""
"25806","ENSG00000272479",""
"25807","ENSG00000272505",""
"25808","ENSG00000272601",""
"25809","ENSG00000272604",""
"25810","ENSG00000272619",""
"25811","ENSG00000272661",""
"25812","ENSG00000272681","FAM223B"
"25813","ENSG00000272686","WASL-DT"
"25814","ENSG00000272701","MESTIT1"
"25815","ENSG00000272760",""
"25816","ENSG00000272812",""
"25817","ENSG00000272839",""
"25818","ENSG00000272854",""
"25819","ENSG00000272899","ATP6V1FNB"
"25820","ENSG00000272915",""
"25821","ENSG00000272918",""
"25822","ENSG00000272941",""
"25823","ENSG00000273011",""
"25824","ENSG00000273041","ATF4P2"
"25825","ENSG00000273055",""
"25826","ENSG00000273117",""
"25827","ENSG00000273183",""
"25828","ENSG00000273184",""
"25829","ENSG00000273219",""
"25830","ENSG00000273234","OR2A13P"
"25831","ENSG00000273270",""
"25832","ENSG00000273293",""
"25833","ENSG00000273297",""
"25834","ENSG00000273314",""
"25835","ENSG00000273319",""
"25836","ENSG00000273320",""
"25837","ENSG00000273329",""
"25838","ENSG00000273344","PAXIP1-AS1"
"25839","ENSG00000273377","OR2Q1P"
"25840","ENSG00000273391",""
"25841","ENSG00000273402",""
"25842","ENSG00000273419",""
"25843","ENSG00000273484","OR6R2P"
"25844","ENSG00000273489",""
"25845","ENSG00000273571",""
"25846","ENSG00000273593","MIR7160"
"25847","ENSG00000273596",""
"25848","ENSG00000273696","CT45A7"
"25849","ENSG00000273704",""
"25850","ENSG00000273710",""
"25851","ENSG00000273746",""
"25852","ENSG00000273769",""
"25853","ENSG00000273773",""
"25854","ENSG00000273788",""
"25855","ENSG00000273800",""
"25856","ENSG00000273820","USP27X"
"25857","ENSG00000273836","MIR6842"
"25858","ENSG00000273876",""
"25859","ENSG00000273877",""
"25860","ENSG00000273974",""
"25861","ENSG00000273988",""
"25862","ENSG00000274022",""
"25863","ENSG00000274024",""
"25864","ENSG00000274086",""
"25865","ENSG00000274118",""
"25866","ENSG00000274127",""
"25867","ENSG00000274133",""
"25868","ENSG00000274183","H2AB1"
"25869","ENSG00000274274","GAGE13"
"25870","ENSG00000274295",""
"25871","ENSG00000274310",""
"25872","ENSG00000274344",""
"25873","ENSG00000274374","TUBAP6"
"25874","ENSG00000274398",""
"25875","ENSG00000274430",""
"25876","ENSG00000274467","RNA5SP257"
"25877","ENSG00000274489",""
"25878","ENSG00000274500",""
"25879","ENSG00000274536","MIR223HG"
"25880","ENSG00000274579",""
"25881","ENSG00000274588","DGKK"
"25882","ENSG00000274601",""
"25883","ENSG00000274606",""
"25884","ENSG00000274631",""
"25885","ENSG00000274637",""
"25886","ENSG00000274655",""
"25887","ENSG00000274705","MIR486-1"
"25888","ENSG00000274752","TRBV12-3"
"25889","ENSG00000274775",""
"25890","ENSG00000274791","F8A2"
"25891","ENSG00000274901",""
"25892","ENSG00000274923",""
"25893","ENSG00000274962","TEX28P1"
"25894","ENSG00000274988","MIR6876"
"25895","ENSG00000275054",""
"25896","ENSG00000275070",""
"25897","ENSG00000275074","NUDT18"
"25898","ENSG00000275106",""
"25899","ENSG00000275110",""
"25900","ENSG00000275113","GAGE2E"
"25901","ENSG00000275115",""
"25902","ENSG00000275158","TRBV12-5"
"25903","ENSG00000275194",""
"25904","ENSG00000275243","TRBV16"
"25905","ENSG00000275254",""
"25906","ENSG00000275268",""
"25907","ENSG00000275287",""
"25908","ENSG00000275314",""
"25909","ENSG00000275320",""
"25910","ENSG00000275335","MIR8088"
"25911","ENSG00000275342","PRAG1"
"25912","ENSG00000275356","C7orf77"
"25913","ENSG00000275359",""
"25914","ENSG00000275387",""
"25915","ENSG00000275427",""
"25916","ENSG00000275461",""
"25917","ENSG00000275508",""
"25918","ENSG00000275520","FAM236A"
"25919","ENSG00000275586",""
"25920","ENSG00000275591","XKR5"
"25921","ENSG00000275625",""
"25922","ENSG00000275643","RBM22P6"
"25923","ENSG00000275681",""
"25924","ENSG00000275743","TRBV14"
"25925","ENSG00000275791","TRBV10-3"
"25926","ENSG00000275800","EIF5P2"
"25927","ENSG00000275882","IKBKGP1"
"25928","ENSG00000275896","PRSS2"
"25929","ENSG00000275975",""
"25930","ENSG00000276067","SLC23A4P"
"25931","ENSG00000276100",""
"25932","ENSG00000276137","MIR6133"
"25933","ENSG00000276158","MIR1264"
"25934","ENSG00000276205",""
"25935","ENSG00000276213",""
"25936","ENSG00000276298",""
"25937","ENSG00000276350","MIR6858"
"25938","ENSG00000276353",""
"25939","ENSG00000276380","UBE2NL"
"25940","ENSG00000276391",""
"25941","ENSG00000276405","TRBV13"
"25942","ENSG00000276467",""
"25943","ENSG00000276474",""
"25944","ENSG00000276538",""
"25945","ENSG00000276557","TRBV18"
"25946","ENSG00000276575","MIR6895"
"25947","ENSG00000276580","MIR8055"
"25948","ENSG00000276597","TRBV11-3"
"25949","ENSG00000276605",""
"25950","ENSG00000276685",""
"25951","ENSG00000276689",""
"25952","ENSG00000276784",""
"25953","ENSG00000276819","TRBV15"
"25954","ENSG00000276823",""
"25955","ENSG00000276892",""
"25956","ENSG00000276897",""
"25957","ENSG00000276929",""
"25958","ENSG00000276940","PLCE1P1"
"25959","ENSG00000276953","TRBV12-4"
"25960","ENSG00000276988",""
"25961","ENSG00000277008","TEX28P2"
"25962","ENSG00000277009",""
"25963","ENSG00000277083","PRSS3P3"
"25964","ENSG00000277120","MIR6089"
"25965","ENSG00000277138","MIR6509"
"25966","ENSG00000277150","F8A3"
"25967","ENSG00000277203","F8A1"
"25968","ENSG00000277215","SPANXA2-OT1"
"25969","ENSG00000277269",""
"25970","ENSG00000277289",""
"25971","ENSG00000277418","RNA5SP531"
"25972","ENSG00000277466",""
"25973","ENSG00000277474","MIR6894"
"25974","ENSG00000277486","SAGE3P"
"25975","ENSG00000277492",""
"25976","ENSG00000277499",""
"25977","ENSG00000277516",""
"25978","ENSG00000277526",""
"25979","ENSG00000277535",""
"25980","ENSG00000277541","ZNF630-AS1"
"25981","ENSG00000277569","MIR6134"
"25982","ENSG00000277577",""
"25983","ENSG00000277583",""
"25984","ENSG00000277586","NEFL"
"25985","ENSG00000277605",""
"25986","ENSG00000277673",""
"25987","ENSG00000277717",""
"25988","ENSG00000277721",""
"25989","ENSG00000277745","H2AB3"
"25990","ENSG00000277858","H2AB2"
"25991","ENSG00000277876",""
"25992","ENSG00000277880","TRBV17"
"25993","ENSG00000277883","NLRP3P1"
"25994","ENSG00000277900",""
"25995","ENSG00000277922",""
"25996","ENSG00000278030","TRBV7-9"
"25997","ENSG00000278039",""
"25998","ENSG00000278055",""
"25999","ENSG00000278057","TEX28"
"26000","ENSG00000278085","CT45A8"
"26001","ENSG00000278160",""
"26002","ENSG00000278204","MIR6857"
"26003","ENSG00000278218",""
"26004","ENSG00000278256",""
"26005","ENSG00000278283",""
"26006","ENSG00000278289","CT45A6"
"26007","ENSG00000278317","H3P46"
"26008","ENSG00000278319",""
"26009","ENSG00000278358",""
"26010","ENSG00000278421",""
"26011","ENSG00000278424",""
"26012","ENSG00000278449","MIR6892"
"26013","ENSG00000278482",""
"26014","ENSG00000278526",""
"26015","ENSG00000278530","CHMP1B2P"
"26016","ENSG00000278646",""
"26017","ENSG00000278685","IQCA1L"
"26018","ENSG00000278724",""
"26019","ENSG00000278803",""
"26020","ENSG00000278838",""
"26021","ENSG00000278886",""
"26022","ENSG00000278894",""
"26023","ENSG00000278998",""
"26024","ENSG00000279041",""
"26025","ENSG00000279043",""
"26026","ENSG00000279078","SND1-IT1"
"26027","ENSG00000279086",""
"26028","ENSG00000279099",""
"26029","ENSG00000279155",""
"26030","ENSG00000279168",""
"26031","ENSG00000279223",""
"26032","ENSG00000279245","FAM223A"
"26033","ENSG00000279265",""
"26034","ENSG00000279271",""
"26035","ENSG00000279288",""
"26036","ENSG00000279302",""
"26037","ENSG00000279413",""
"26038","ENSG00000279418","LINC00244"
"26039","ENSG00000279419",""
"26040","ENSG00000279422",""
"26041","ENSG00000279437",""
"26042","ENSG00000279482",""
"26043","ENSG00000279483",""
"26044","ENSG00000279528",""
"26045","ENSG00000279536",""
"26046","ENSG00000279585",""
"26047","ENSG00000279587",""
"26048","ENSG00000279601",""
"26049","ENSG00000279682",""
"26050","ENSG00000279750",""
"26051","ENSG00000279852",""
"26052","ENSG00000279858",""
"26053","ENSG00000279881",""
"26054","ENSG00000279894",""
"26055","ENSG00000279903","SLC7A2-IT1"
"26056","ENSG00000279919",""
"26057","ENSG00000279932",""
"26058","ENSG00000279949",""
"26059","ENSG00000280064",""
"26060","ENSG00000280116",""
"26061","ENSG00000280142",""
"26062","ENSG00000280144",""
"26063","ENSG00000280147",""
"26064","ENSG00000280149",""
"26065","ENSG00000280195",""
"26066","ENSG00000280215",""
"26067","ENSG00000280223",""
"26068","ENSG00000280249",""
"26069","ENSG00000280266",""
"26070","ENSG00000280273",""
"26071","ENSG00000280275",""
"26072","ENSG00000280294",""
"26073","ENSG00000280322",""
"26074","ENSG00000280347",""
"26075","ENSG00000280375",""
"26076","ENSG00000280439",""
"26077","ENSG00000280453",""
"26078","ENSG00000280704","SNORD3E"
"26079","ENSG00000280752","LINC00850"
"26080","ENSG00000280767",""
"26081","ENSG00000280828",""
"26082","ENSG00000280870",""
"26083","ENSG00000281091",""
"26084","ENSG00000281189","GHET1"
"26085","ENSG00000281371","INE2"
"26086","ENSG00000281402",""
"26087","ENSG00000281490","CICP14"
"26088","ENSG00000281566",""
"26089","ENSG00000281849",""
"26090","ENSG00000281852","LINC00891"
"26091","ENSG00000281887","GIMAP1-GIMAP5"
"26092","ENSG00000281896",""
"26093","ENSG00000281941",""
"26094","ENSG00000281955",""
"26095","ENSG00000281958","TRBJ1-4"
"26096","ENSG00000281961",""
"26097","ENSG00000282021",""
"26098","ENSG00000282133","TRBJ1-3"
"26099","ENSG00000282142",""
"26100","ENSG00000282160",""
"26101","ENSG00000282173","TRBJ1-5"
"26102","ENSG00000282222",""
"26103","ENSG00000282299",""
"26104","ENSG00000282300",""
"26105","ENSG00000282306",""
"26106","ENSG00000282320","TRBJ1-1"
"26107","ENSG00000282321","MTND1P7"
"26108","ENSG00000282358",""
"26109","ENSG00000282375",""
"26110","ENSG00000282419","TEX13D"
"26111","ENSG00000282420","TRBJ1-2"
"26112","ENSG00000282431","TRBD1"
"26113","ENSG00000282499","TRBV25-1"
"26114","ENSG00000282501",""
"26115","ENSG00000282668",""
"26116","ENSG00000282686",""
"26117","ENSG00000282692",""
"26118","ENSG00000282697",""
"26119","ENSG00000282759",""
"26120","ENSG00000282780","TRBJ1-6"
"26121","ENSG00000282815","TEX13C"
"26122","ENSG00000282840",""
"26123","ENSG00000282850","RHOXF1P2"
"26124","ENSG00000282859",""
"26125","ENSG00000282914",""
"26126","ENSG00000282933","RHOXF1P3"
"26127","ENSG00000282939","TRBV7-2"
"26128","ENSG00000283041",""
"26129","ENSG00000283063","TRBV6-2"
"26130","ENSG00000283093","CENPVL2"
"26131","ENSG00000005238","FAM214B"
"26132","ENSG00000005801","ZNF195"
"26133","ENSG00000006071","ABCC8"
"26134","ENSG00000006611","USH1C"
"26135","ENSG00000007372","PAX6"
"26136","ENSG00000008513","ST3GAL1"
"26137","ENSG00000010438","PRSS3"
"26138","ENSG00000011405","PIK3C2A"
"26139","ENSG00000011454","RABGAP1"
"26140","ENSG00000014164","ZC3H3"
"26141","ENSG00000021762","OSBPL5"
"26142","ENSG00000022567","SLC45A4"
"26143","ENSG00000023191","RNH1"
"26144","ENSG00000023318","ERP44"
"26145","ENSG00000026508","CD44"
"26146","ENSG00000030304","MUSK"
"26147","ENSG00000034677","RNF19A"
"26148","ENSG00000035681","NSMAF"
"26149","ENSG00000040341","STAU2"
"26150","ENSG00000041982","TNC"
"26151","ENSG00000042832","TG"
"26152","ENSG00000044459","CNTLN"
"26153","ENSG00000044574","HSPA5"
"26154","ENSG00000046889","PREX2"
"26155","ENSG00000048392","RRM2B"
"26156","ENSG00000048828","FAM120A"
"26157","ENSG00000049449","RCN1"
"26158","ENSG00000050165","DKK3"
"26159","ENSG00000050555","LAMC3"
"26160","ENSG00000051009","FAM160A2"
"26161","ENSG00000053918","KCNQ1"
"26162","ENSG00000054148","PHPT1"
"26163","ENSG00000054179","ENTPD2"
"26164","ENSG00000056558","TRAF1"
"26165","ENSG00000056586","RC3H2"
"26166","ENSG00000059769","DNAJC25"
"26167","ENSG00000060749","QSER1"
"26168","ENSG00000064201","TSPAN32"
"26169","ENSG00000064218","DMRT3"
"26170","ENSG00000064313","TAF2"
"26171","ENSG00000066382","MPPED2"
"26172","ENSG00000066697","MSANTD3"
"26173","ENSG00000066777","ARFGEF1"
"26174","ENSG00000066827","ZFAT"
"26175","ENSG00000066855","MTFR1"
"26176","ENSG00000067167","TRAM1"
"26177","ENSG00000069696","DRD4"
"26178","ENSG00000070031","SCT"
"26179","ENSG00000070047","PHRF1"
"26180","ENSG00000070061","ELP1"
"26181","ENSG00000070081","NUCB2"
"26182","ENSG00000070159","PTPN3"
"26183","ENSG00000070214","SLC44A1"
"26184","ENSG00000070601","FRMPD1"
"26185","ENSG00000070610","GBA2"
"26186","ENSG00000070756","PABPC1"
"26187","ENSG00000070985","TRPM5"
"26188","ENSG00000071894","CPSF1"
"26189","ENSG00000072952","IRAG1"
"26190","ENSG00000074319","TSG101"
"26191","ENSG00000076554","TPD52"
"26192","ENSG00000076641","PAG1"
"26193","ENSG00000078725","BRINP1"
"26194","ENSG00000078902","TOLLIP"
"26195","ENSG00000079102","RUNX1T1"
"26196","ENSG00000079112","CDH17"
"26197","ENSG00000080298","RFX3"
"26198","ENSG00000080503","SMARCA2"
"26199","ENSG00000080608","PUM3"
"26200","ENSG00000081377","CDC14B"
"26201","ENSG00000081386","ZNF510"
"26202","ENSG00000083067","TRPM3"
"26203","ENSG00000083223","TUT7"
"26204","ENSG00000083307","GRHL2"
"26205","ENSG00000085063","CD59"
"26206","ENSG00000085265","FCN1"
"26207","ENSG00000085719","CPNE3"
"26208","ENSG00000086061","DNAJA1"
"26209","ENSG00000086062","B4GALT1"
"26210","ENSG00000086065","CHMP5"
"26211","ENSG00000086102","NFX1"
"26212","ENSG00000090054","SPTLC1"
"26213","ENSG00000091656","ZFHX4"
"26214","ENSG00000091664","SLC17A6"
"26215","ENSG00000095203","EPB41L4B"
"26216","ENSG00000095209","TMEM38B"
"26217","ENSG00000095261","PSMD5"
"26218","ENSG00000095303","PTGS1"
"26219","ENSG00000095319","NUP188"
"26220","ENSG00000095321","CRAT"
"26221","ENSG00000095370","SH2D3C"
"26222","ENSG00000095380","NANS"
"26223","ENSG00000095383","TBC1D2"
"26224","ENSG00000095397","WHRN"
"26225","ENSG00000096872","IFT74"
"26226","ENSG00000096968","JAK2"
"26227","ENSG00000097007","ABL1"
"26228","ENSG00000099139","PCSK5"
"26229","ENSG00000099219","ERMP1"
"26230","ENSG00000099810","MTAP"
"26231","ENSG00000099834","CDHR5"
"26232","ENSG00000099849","RASSF7"
"26233","ENSG00000099869","IGF2-AS"
"26234","ENSG00000104205","SGK3"
"26235","ENSG00000104218","CSPP1"
"26236","ENSG00000104231","ZFAND1"
"26237","ENSG00000104267","CA2"
"26238","ENSG00000104312","RIPK2"
"26239","ENSG00000104313","EYA1"
"26240","ENSG00000104320","NBN"
"26241","ENSG00000104321","TRPA1"
"26242","ENSG00000104324","CPQ"
"26243","ENSG00000104325","DECR1"
"26244","ENSG00000104327","CALB1"
"26245","ENSG00000104341","LAPTM4B"
"26246","ENSG00000104343","UBE2W"
"26247","ENSG00000104356","POP1"
"26248","ENSG00000104361","NIPAL2"
"26249","ENSG00000104369","JPH1"
"26250","ENSG00000104375","STK3"
"26251","ENSG00000104381","GDAP1"
"26252","ENSG00000104388","RAB2A"
"26253","ENSG00000104408","EIF3E"
"26254","ENSG00000104412","EMC2"
"26255","ENSG00000104413","ESRP1"
"26256","ENSG00000104415","CCN4"
"26257","ENSG00000104419","NDRG1"
"26258","ENSG00000104427","ZC2HC1A"
"26259","ENSG00000104432","IL7"
"26260","ENSG00000104435","STMN2"
"26261","ENSG00000104442","ARMC1"
"26262","ENSG00000104447","TRPS1"
"26263","ENSG00000104450","SPAG1"
"26264","ENSG00000104472","CHRAC1"
"26265","ENSG00000104490","NCALD"
"26266","ENSG00000104497","SNX16"
"26267","ENSG00000104499","GML"
"26268","ENSG00000104517","UBR5"
"26269","ENSG00000104518","GSDMD"
"26270","ENSG00000104522","GFUS"
"26271","ENSG00000104524","PYCR3"
"26272","ENSG00000104529","EEF1D"
"26273","ENSG00000104537","ANXA13"
"26274","ENSG00000104549","SQLE"
"26275","ENSG00000105339","DENND3"
"26276","ENSG00000106686","SPATA6L"
"26277","ENSG00000106688","SLC1A1"
"26278","ENSG00000106689","LHX2"
"26279","ENSG00000106692","FKTN"
"26280","ENSG00000106701","FSD1L"
"26281","ENSG00000106714","CNTNAP3"
"26282","ENSG00000106723","SPIN1"
"26283","ENSG00000106733","NMRK1"
"26284","ENSG00000106771","TMEM245"
"26285","ENSG00000106772","PRUNE2"
"26286","ENSG00000106780","MEGF9"
"26287","ENSG00000106785","TRIM14"
"26288","ENSG00000106789","CORO2A"
"26289","ENSG00000106799","TGFBR1"
"26290","ENSG00000106803","SEC61B"
"26291","ENSG00000106804","C5"
"26292","ENSG00000106809","OGN"
"26293","ENSG00000106819","ASPN"
"26294","ENSG00000106823","ECM2"
"26295","ENSG00000106829","TLE4"
"26296","ENSG00000106852","LHX6"
"26297","ENSG00000106853","PTGR1"
"26298","ENSG00000106868","SUSD1"
"26299","ENSG00000106927","AMBP"
"26300","ENSG00000106948","AKNA"
"26301","ENSG00000106952","TNFSF8"
"26302","ENSG00000106976","DNM1"
"26303","ENSG00000106991","ENG"
"26304","ENSG00000106992","AK1"
"26305","ENSG00000106993","CDC37L1"
"26306","ENSG00000107014","RLN2"
"26307","ENSG00000107018","RLN1"
"26308","ENSG00000107020","PLGRKT"
"26309","ENSG00000107021","TBC1D13"
"26310","ENSG00000107036","RIC1"
"26311","ENSG00000107077","KDM4C"
"26312","ENSG00000107099","DOCK8"
"26313","ENSG00000107104","KANK1"
"26314","ENSG00000107105","ELAVL2"
"26315","ENSG00000107130","NCS1"
"26316","ENSG00000107140","TESK1"
"26317","ENSG00000107147","KCNT1"
"26318","ENSG00000107159","CA9"
"26319","ENSG00000107164","FUBP3"
"26320","ENSG00000107165","TYRP1"
"26321","ENSG00000107175","CREB3"
"26322","ENSG00000107185","RGP1"
"26323","ENSG00000107186","MPDZ"
"26324","ENSG00000107187","LHX3"
"26325","ENSG00000107201","DDX58"
"26326","ENSG00000107223","EDF1"
"26327","ENSG00000107242","PIP5K1B"
"26328","ENSG00000107249","GLIS3"
"26329","ENSG00000107262","BAG1"
"26330","ENSG00000107263","RAPGEF1"
"26331","ENSG00000107281","NPDC1"
"26332","ENSG00000107282","APBA1"
"26333","ENSG00000107290","SETX"
"26334","ENSG00000107295","SH3GL2"
"26335","ENSG00000107317","PTGDS"
"26336","ENSG00000107331","ABCA2"
"26337","ENSG00000107338","SHB"
"26338","ENSG00000107341","UBE2R2"
"26339","ENSG00000107362","ABHD17B"
"26340","ENSG00000107371","EXOSC3"
"26341","ENSG00000107372","ZFAND5"
"26342","ENSG00000109851","DBX1"
"26343","ENSG00000109854","HTATIP2"
"26344","ENSG00000109881","CCDC34"
"26345","ENSG00000109911","ELP4"
"26346","ENSG00000110148","CCKBR"
"26347","ENSG00000110169","HPX"
"26348","ENSG00000110171","TRIM3"
"26349","ENSG00000110315","RNF141"
"26350","ENSG00000110321","EIF4G2"
"26351","ENSG00000110328","GALNT18"
"26352","ENSG00000110422","HIPK3"
"26353","ENSG00000110427","KIAA1549L"
"26354","ENSG00000110429","FBXO3"
"26355","ENSG00000110435","PDHX"
"26356","ENSG00000110436","SLC1A2"
"26357","ENSG00000110442","COMMD9"
"26358","ENSG00000110619","CARS1"
"26359","ENSG00000110628","SLC22A18"
"26360","ENSG00000110651","CD81"
"26361","ENSG00000110665","C11orf21"
"26362","ENSG00000110680","CALCA"
"26363","ENSG00000110693","SOX6"
"26364","ENSG00000110696","C11orf58"
"26365","ENSG00000110700","RPS13"
"26366","ENSG00000110713","NUP98"
"26367","ENSG00000110756","HPS5"
"26368","ENSG00000110768","GTF2H1"
"26369","ENSG00000110786","PTPN5"
"26370","ENSG00000117983","MUC5B"
"26371","ENSG00000117984","CTSD"
"26372","ENSG00000119121","TRPM6"
"26373","ENSG00000119125","GDA"
"26374","ENSG00000119138","KLF9"
"26375","ENSG00000119139","TJP2"
"26376","ENSG00000119314","PTBP3"
"26377","ENSG00000119318","RAD23B"
"26378","ENSG00000119321","FKBP15"
"26379","ENSG00000119326","CTNNAL1"
"26380","ENSG00000119328","ABITRAM"
"26381","ENSG00000119333","DYNC2I2"
"26382","ENSG00000119335","SET"
"26383","ENSG00000119383","PTPA"
"26384","ENSG00000119392","GLE1"
"26385","ENSG00000119396","RAB14"
"26386","ENSG00000119397","CNTRL"
"26387","ENSG00000119401","TRIM32"
"26388","ENSG00000119402","FBXW2"
"26389","ENSG00000119403","PHF19"
"26390","ENSG00000119408","NEK6"
"26391","ENSG00000119411","BSPRY"
"26392","ENSG00000119414","PPP6C"
"26393","ENSG00000119421","NDUFA8"
"26394","ENSG00000119431","HDHD3"
"26395","ENSG00000119440","LCN1P1"
"26396","ENSG00000119446","RBM18"
"26397","ENSG00000119457","SLC46A2"
"26398","ENSG00000119471","HSDL2"
"26399","ENSG00000119487","MAPKAP1"
"26400","ENSG00000119508","NR4A3"
"26401","ENSG00000119509","INVS"
"26402","ENSG00000119514","GALNT12"
"26403","ENSG00000119522","DENND1A"
"26404","ENSG00000119523","ALG2"
"26405","ENSG00000120156","TEK"
"26406","ENSG00000120158","RCL1"
"26407","ENSG00000120159","CAAP1"
"26408","ENSG00000120160","EQTN"
"26409","ENSG00000120162","MOB3B"
"26410","ENSG00000120210","INSL6"
"26411","ENSG00000120211","INSL4"
"26412","ENSG00000120215","MLANA"
"26413","ENSG00000120217","CD274"
"26414","ENSG00000120235","IFNA6"
"26415","ENSG00000120242","IFNA8"
"26416","ENSG00000120526","NUDCD1"
"26417","ENSG00000120533","ENY2"
"26418","ENSG00000120963","ZNF706"
"26419","ENSG00000121005","CRISPLD1"
"26420","ENSG00000121022","COPS5"
"26421","ENSG00000121039","RDH10"
"26422","ENSG00000121236","TRIM6"
"26423","ENSG00000121621","KIF18A"
"26424","ENSG00000121690","DEPDC7"
"26425","ENSG00000121691","CAT"
"26426","ENSG00000122133","PAEP"
"26427","ENSG00000122136","OBP2A"
"26428","ENSG00000122140","MRPS2"
"26429","ENSG00000122692","SMU1"
"26430","ENSG00000122694","GLIPR2"
"26431","ENSG00000122696","SLC25A51"
"26432","ENSG00000122705","CLTA"
"26433","ENSG00000122707","RECK"
"26434","ENSG00000122711","SPINK4"
"26435","ENSG00000122728","TAF1L"
"26436","ENSG00000122729","ACO1"
"26437","ENSG00000122733","PHF24"
"26438","ENSG00000122735","DNAI1"
"26439","ENSG00000122741","DCAF10"
"26440","ENSG00000122756","CNTFR"
"26441","ENSG00000123119","NECAB1"
"26442","ENSG00000123124","WWP1"
"26443","ENSG00000123453","SARDH"
"26444","ENSG00000123454","DBH"
"26445","ENSG00000123908","AGO2"
"26446","ENSG00000123975","CKS2"
"26447","ENSG00000125385",""
"26448","ENSG00000125482","TTF1"
"26449","ENSG00000125484","GTF3C4"
"26450","ENSG00000125485","DDX31"
"26451","ENSG00000125492","BARHL1"
"26452","ENSG00000126233","SLURP1"
"26453","ENSG00000126878","AIF1L"
"26454","ENSG00000126882","FAM78A"
"26455","ENSG00000126883","NUP214"
"26456","ENSG00000127080","IPPK"
"26457","ENSG00000127081","ZNF484"
"26458","ENSG00000127083","OMD"
"26459","ENSG00000127084","FGD3"
"26460","ENSG00000127191","TRAF2"
"26461","ENSG00000129083","COPB1"
"26462","ENSG00000129084","PSMA1"
"26463","ENSG00000129151","BBOX1"
"26464","ENSG00000129152","MYOD1"
"26465","ENSG00000129158","SERGEF"
"26466","ENSG00000129159","KCNC1"
"26467","ENSG00000129167","TPH1"
"26468","ENSG00000129170","CSRP3"
"26469","ENSG00000129173","E2F8"
"26470","ENSG00000129292","PHF20L1"
"26471","ENSG00000129295","LRRC6"
"26472","ENSG00000129744","ART1"
"26473","ENSG00000129749","CHRNA10"
"26474","ENSG00000129757","CDKN1C"
"26475","ENSG00000129965","INS-IGF2"
"26476","ENSG00000130045","NXNL2"
"26477","ENSG00000130193","THEM6"
"26478","ENSG00000130222","GADD45G"
"26479","ENSG00000130413","STK33"
"26480","ENSG00000130558","OLFM1"
"26481","ENSG00000130559","CAMSAP1"
"26482","ENSG00000130560","UBAC1"
"26483","ENSG00000130592","LSP1"
"26484","ENSG00000130595","TNNT3"
"26485","ENSG00000130598","TNNI2"
"26486","ENSG00000130600","H19"
"26487","ENSG00000130635","COL5A1"
"26488","ENSG00000130653","PNPLA7"
"26489","ENSG00000130707","ASS1"
"26490","ENSG00000130711","PRDM12"
"26491","ENSG00000130713","EXOSC2"
"26492","ENSG00000130714","POMT1"
"26493","ENSG00000130717","UCK1"
"26494","ENSG00000130720","FIBCD1"
"26495","ENSG00000130723","PRRC2B"
"26496","ENSG00000130948","HSD17B3"
"26497","ENSG00000130950","NUTM2F"
"26498","ENSG00000130956","HABP4"
"26499","ENSG00000130957","FBP2"
"26500","ENSG00000130958","SLC35D2"
"26501","ENSG00000131668","BARX1"
"26502","ENSG00000131669","NINJ1"
"26503","ENSG00000131773","KHDRBS3"
"26504","ENSG00000131808","FSHB"
"26505","ENSG00000132109","TRIM21"
"26506","ENSG00000132254","ARFIP2"
"26507","ENSG00000132256","TRIM5"
"26508","ENSG00000132259","CNGA4"
"26509","ENSG00000132274","TRIM22"
"26510","ENSG00000132275","RRP8"
"26511","ENSG00000132286","TIMM10B"
"26512","ENSG00000132294","EFR3A"
"26513","ENSG00000132297","HHLA1"
"26514","ENSG00000132541","RIDA"
"26515","ENSG00000132549","VPS13B"
"26516","ENSG00000132554","RGS22"
"26517","ENSG00000132561","MATN2"
"26518","ENSG00000133731","IMPA1"
"26519","ENSG00000133739","LRRCC1"
"26520","ENSG00000133740","E2F5"
"26521","ENSG00000133742","CA1"
"26522","ENSG00000133789","SWAP70"
"26523","ENSG00000133794","ARNTL"
"26524","ENSG00000133800","LYVE1"
"26525","ENSG00000133805","AMPD3"
"26526","ENSG00000133812","SBF2"
"26527","ENSG00000133816","MICAL2"
"26528","ENSG00000133818","RRAS2"
"26529","ENSG00000134333","LDHA"
"26530","ENSG00000134339","SAA2"
"26531","ENSG00000134343","ANO3"
"26532","ENSG00000134996","OSTF1"
"26533","ENSG00000135002","RFK"
"26534","ENSG00000135018","UBQLN1"
"26535","ENSG00000135040","NAA35"
"26536","ENSG00000135045","C9orf40"
